0,666	0,3	0,14865	NAN	NAN	
0,668	0,3	0,1362	NAN	NAN	
0,67	0,305	0,141	NAN	NAN	
0,672	0,305	0,15945	NAN	NAN	
0,674	0,305	0,16395	0,14994	NAN	
0,676	0,305	0,1488	NAN	NAN	
0,678	0,305	0,1365	NAN	NAN	
0,68	0,31	0,14115	NAN	NAN	
0,682	0,31	0,1593	NAN	NAN	
0,684	0,31	0,1641	0,14988	NAN	
0,686	0,31	0,1485	NAN	NAN	
0,688	0,31	0,13635	NAN	NAN	
0,69	0,31	0,141	NAN	NAN	
0,692	0,315	0,1593	NAN	NAN	
0,694	0,315	0,1641	0,14991	NAN	
0,696	0,315	0,1488	NAN	NAN	
0,698	0,315	0,13635	NAN	NAN	
0,7	0,315	0,141	NAN	NAN	
0,702	0,32	0,1593	NAN	NAN	
0,704	0,32	0,1641	0,14994	NAN	
0,706	0,32	0,1488	NAN	NAN	
0,708	0,32	0,1365	NAN	NAN	
0,71	0,32	0,14115	NAN	NAN	
0,712	0,32	0,159	NAN	NAN	
0,714	0,325	0,1641	0,14991	NAN	
0,716	0,325	0,14895	NAN	NAN	
0,718	0,325	0,13635	NAN	NAN	
0,72	0,325	0,1413	NAN	NAN	
0,722	0,325	0,15915	NAN	NAN	
0,724	0,33	0,1641	0,14994	NAN	
0,726	0,33	0,1488	NAN	NAN	
0,728	0,33	0,13635	NAN	NAN	
0,73	0,33	0,14115	NAN	NAN	
0,732	0,33	0,15885	NAN	NAN	
0,734	0,33	0,16425	0,14994	NAN	
0,736	0,335	0,1491	NAN	NAN	
0,738	0,335	0,13635	NAN	NAN	
0,74	0,335	0,1413	NAN	NAN	
0,742	0,335	0,15915	NAN	NAN	
0,744	0,335	0,16395	0,15	NAN	
0,746	0,34	0,14925	NAN	NAN	
0,748	0,34	0,13635	NAN	NAN	
0,75	0,34	0,1413	NAN	NAN	
0,752	0,34	0,159	NAN	NAN	
0,754	0,34	0,16425	0,15	NAN	
0,756	0,34	0,1491	NAN	NAN	
0,758	0,345	0,13635	NAN	NAN	
0,76	0,345	0,14145	NAN	NAN	
0,762	0,345	0,159	NAN	NAN	
0,764	0,345	0,1641	0,15006	NAN	
0,766	0,345	0,14925	NAN	NAN	
0,768	0,35	0,1365	NAN	NAN	
0,77	0,35	0,1413	NAN	NAN	
0,772	0,35	0,159	NAN	NAN	
0,774	0,35	0,16425	0,15009	NAN	
