0	0	0.0174	NAN	0	NAN	
0.002	0	0.01575	NAN	0	NAN	
0.004	0	0.0144	0.01596	0	NAN	
0.006	0	0.0153	NAN	0	NAN	
0.008	0	0.01695	NAN	0	NAN	
0.01	0	0.01725	NAN	0	NAN	
0.012	0.005	0.01575	NAN	NAN	NAN	
0.014	0.005	0.0144	0.01593	-7.965E-5	NAN	
0.016	0.005	0.01545	NAN	NAN	NAN	
0.018	0.005	0.0168	NAN	NAN	NAN	
0.02	0.005	0.01725	NAN	NAN	NAN	
0.022	0.01	0.0159	NAN	NAN	NAN	
0.024	0.01	0.0144	0.01599	-0.0001599	NAN	
0.026	0.01	0.0153	NAN	NAN	NAN	
0.028	0.01	0.0171	NAN	NAN	NAN	
0.03	0.01	0.0174	NAN	NAN	NAN	
0.032	0.01	0.0159	NAN	NAN	NAN	
0.034	0.015	0.01425	0.01602	-0.0002403	NAN	
0.036	0.015	0.0153	NAN	NAN	NAN	
0.038	0.015	0.01725	NAN	NAN	NAN	
0.04	0.015	0.0174	NAN	NAN	NAN	
0.042	0.015	0.0159	NAN	NAN	NAN	
0.044	0.02	0.0144	0.01599	-0.0003198	NAN	
0.046	0.02	0.01515	NAN	NAN	NAN	
0.048	0.02	0.0171	NAN	NAN	NAN	
0.05	0.02	0.0171	NAN	NAN	NAN	
0.052	0.02	0.0159	NAN	NAN	NAN	
0.054	0.02	0.01425	0.01593	-0.0003186	NAN	
0.056	0.025	0.01515	NAN	NAN	NAN	
0.058	0.025	0.01725	NAN	NAN	NAN	
0.06	0.025	0.0171	NAN	NAN	NAN	
0.062	0.025	0.01575	NAN	NAN	NAN	
0.064	0.025	0.0144	0.01584	-0.000396	NAN	
0.066	0.03	0.01485	NAN	NAN	NAN	
0.068	0.03	0.0171	NAN	NAN	NAN	
0.07	0.03	0.0171	NAN	NAN	NAN	
0.072	0.03	0.01575	NAN	NAN	NAN	
0.074	0.03	0.0144	0.01593	-0.0004779	NAN	
0.076	0.03	0.015	NAN	NAN	NAN	
0.078	0.035	0.0174	NAN	NAN	NAN	
0.08	0.035	0.0171	NAN	NAN	NAN	
0.082	0.035	0.01575	NAN	NAN	NAN	
0.084	0.035	0.0147	0.01596	-0.0005586	NAN	
0.086	0.035	0.01485	NAN	NAN	NAN	
0.088	0.04	0.0174	NAN	NAN	NAN	
0.09	0.04	0.0174	NAN	NAN	NAN	
0.092	0.04	0.0156	NAN	NAN	NAN	
0.094	0.04	0.01455	0.01596	-0.0006384	NAN	
0.096	0.04	0.01485	NAN	NAN	NAN	
0.098	0.04	0.0174	NAN	NAN	NAN	
0.1	0.045	0.01725	NAN	NAN	NAN	
0.102	0.045	0.01575	NAN	NAN	NAN	
0.104	0.045	0.0147	0.01596	-0.0007182	NAN	
0.106	0.045	0.01485	NAN	NAN	NAN	
0.108	0.045	0.01725	NAN	NAN	NAN	
0.11	0.05	0.0174	NAN	NAN	NAN	
0.112	0.05	0.0159	NAN	NAN	NAN	
0.114	0.05	0.0147	0.01605	-0.0008025	NAN	
0.116	0.05	0.01485	NAN	NAN	NAN	
0.118	0.05	0.0174	NAN	NAN	NAN	
0.12	0.05	0.0174	NAN	NAN	NAN	
0.122	0.055	0.0156	NAN	NAN	NAN	
0.124	0.055	0.01485	0.01599	-0.00087945	NAN	
0.126	0.055	0.015	NAN	NAN	NAN	
0.128	0.055	0.0171	NAN	NAN	NAN	
0.13	0.055	0.01725	NAN	NAN	NAN	
0.132	0.06	0.01545	NAN	NAN	NAN	
0.134	0.06	0.01455	0.0159	-0.000954	NAN	
0.136	0.06	0.01485	NAN	NAN	NAN	
0.138	0.06	0.0174	NAN	NAN	NAN	
0.14	0.06	0.01755	NAN	NAN	NAN	
0.142	0.06	0.01545	NAN	NAN	NAN	
0.144	0.065	0.0147	0.01602	-0.0010413	NAN	
0.146	0.065	0.01515	NAN	NAN	NAN	
0.148	0.065	0.01725	NAN	NAN	NAN	
0.15	0.065	0.0174	NAN	NAN	NAN	
0.152	0.065	0.01545	NAN	NAN	NAN	
0.154	0.07	0.0147	0.01596	-0.0011172	NAN	
0.156	0.07	0.015	NAN	NAN	NAN	
0.158	0.07	0.01725	NAN	NAN	NAN	
0.16	0.07	0.01755	NAN	NAN	NAN	
0.162	0.07	0.0156	NAN	NAN	NAN	
0.164	0.07	0.01485	0.01608	-0.0011256	NAN	
0.166	0.075	0.0153	NAN	NAN	NAN	
0.168	0.075	0.0171	NAN	NAN	NAN	
0.17	0.075	0.0174	NAN	NAN	NAN	
0.172	0.075	0.0156	NAN	NAN	NAN	
0.174	0.075	0.01455	0.01599	-0.00119925	NAN	
0.176	0.08	0.01545	NAN	NAN	NAN	
0.178	0.08	0.01695	NAN	NAN	NAN	
0.18	0.08	0.0174	NAN	NAN	NAN	
0.182	0.08	0.01575	NAN	NAN	NAN	
0.184	0.08	0.0144	0.01596	-0.0012768	NAN	
0.186	0.08	0.0153	NAN	NAN	NAN	
0.188	0.085	0.01695	NAN	NAN	NAN	
0.19	0.085	0.0177	NAN	NAN	NAN	
0.192	0.085	0.0156	NAN	NAN	NAN	
0.194	0.085	0.0144	0.01602	-0.0013617	NAN	
0.196	0.085	0.01545	NAN	NAN	NAN	
0.198	0.09	0.01695	NAN	NAN	NAN	
0.2	0.09	0.01755	NAN	NAN	NAN	
0.202	0.09	0.01575	NAN	NAN	NAN	
0.204	0.09	0.0144	0.01602	-0.0014418	NAN	
0.206	0.09	0.01545	NAN	NAN	NAN	
0.208	0.09	0.01695	NAN	NAN	NAN	
0.21	0.095	0.01755	NAN	NAN	NAN	
0.212	0.095	0.01575	NAN	NAN	NAN	
0.214	0.095	0.0144	0.01608	-0.0015276	NAN	
0.216	0.095	0.0156	NAN	NAN	NAN	
0.218	0.095	0.0171	NAN	NAN	NAN	
0.22	0.1	0.01725	NAN	NAN	NAN	
0.222	0.1	0.0159	NAN	NAN	NAN	
0.224	0.1	0.0144	0.01599	-0.001599	NAN	
0.226	0.1	0.01545	NAN	NAN	NAN	
0.228	0.1	0.01695	NAN	NAN	NAN	
0.23	0.1	0.01725	NAN	NAN	NAN	
0.232	0.105	0.0159	NAN	NAN	NAN	
0.234	0.105	0.0141	0.01593	-0.00167265	NAN	
0.236	0.105	0.0153	NAN	NAN	NAN	
0.238	0.105	0.0171	NAN	NAN	NAN	
0.24	0.105	0.0171	NAN	NAN	NAN	
0.242	0.11	0.01575	NAN	NAN	NAN	
0.244	0.11	0.0144	0.01599	-0.0017589	NAN	
0.246	0.11	0.0153	NAN	NAN	NAN	
0.248	0.11	0.0174	NAN	NAN	NAN	
0.25	0.11	0.0171	NAN	NAN	NAN	
0.252	0.11	0.01575	NAN	NAN	NAN	
0.254	0.115	0.0144	0.01599	-0.00183885	NAN	
0.256	0.115	0.0153	NAN	NAN	NAN	
0.258	0.115	0.0174	NAN	NAN	NAN	
0.26	0.115	0.01725	NAN	NAN	NAN	
0.262	0.115	0.0159	NAN	NAN	NAN	
0.264	0.12	0.01455	0.01608	-0.0019296	NAN	
0.266	0.12	0.01515	NAN	NAN	NAN	
0.268	0.12	0.01755	NAN	NAN	NAN	
0.27	0.12	0.0171	NAN	NAN	NAN	
0.272	0.12	0.0156	NAN	NAN	NAN	
0.274	0.12	0.0144	0.01593	-0.0019116	NAN	
0.276	0.125	0.01515	NAN	NAN	NAN	
0.278	0.125	0.0174	NAN	NAN	NAN	
0.28	0.125	0.01695	NAN	NAN	NAN	
0.282	0.125	0.01575	NAN	NAN	NAN	
0.284	0.125	0.01455	0.01602	-0.0020025	NAN	
0.286	0.13	0.01515	NAN	NAN	NAN	
0.288	0.13	0.0177	NAN	NAN	NAN	
0.29	0.13	0.0171	NAN	NAN	NAN	
0.292	0.13	0.01575	NAN	NAN	NAN	
0.294	0.13	0.01455	0.01596	-0.0020748	NAN	
0.296	0.13	0.015	NAN	NAN	NAN	
0.298	0.135	0.0174	NAN	NAN	NAN	
0.3	0.135	0.0171	NAN	NAN	NAN	
0.302	0.135	0.01575	NAN	NAN	NAN	
0.304	0.135	0.01485	0.01602	-0.0021627	NAN	
0.306	0.135	0.015	NAN	NAN	NAN	
