MIN=0	-1	-0,3	0	
MAX=0,1	1	0,3	2500	
SCALE=5	0,5	0,1	1000	
DEC=4	3	4	0	
DEF="Time" t / ms	"Voltage" U_1 / V	"Current" I_1 / A	"Frequency" f / Hz	
34,4	0	0,02055	NAN	
34,6	0	0,02085	NAN	
34,8	0	0,02085	NAN	
35	0	0,0204	NAN	
35,2	0	0,02055	NAN	
35,4	0	0,0204	NAN	
35,6	0	0,02085	NAN	
35,8	0	0,021	NAN	
36	0	0,02085	NAN	
36,2	0	0,02085	NAN	
36,4	0	0,02115	NAN	
36,6	0	0,02175	NAN	
36,8	0	0,02175	NAN	
37	0	0,02175	NAN	
37,2	0	0,02235	NAN	
37,4	0	0,02265	NAN	
37,6	0	0,0228	NAN	
37,8	0	0,0228	NAN	
38	0	0,0234	NAN	
38,2	0	0,02415	NAN	
38,4	0	0,02415	NAN	
38,6	0	0,02385	NAN	
38,8	0	0,0243	NAN	
39	0	0,0246	NAN	
39,2	0	0,02475	NAN	
39,4	0	0,02475	NAN	
39,6	0	0,02445	NAN	
39,8	0	0,0249	NAN	
40	0	0,0249	NAN	
40,2	0	0,0246	NAN	
40,4	0	0,02415	NAN	
40,6	0	0,02445	NAN	
40,8	0	0,02445	NAN	
41	0	0,0243	NAN	
41,2	0	0,0237	NAN	
41,4	0	0,02385	NAN	
41,6	0	0,0237	NAN	
41,8	0	0,0237	NAN	
42	0	0,02295	NAN	
42,2	0	0,02295	NAN	
42,4	0	0,0225	NAN	
42,6	0	0,0225	NAN	
42,8	0	0,02205	NAN	
43	0	0,02175	NAN	
43,2	0	0,02175	NAN	
43,4	0	0,02145	NAN	
43,6	0	0,02115	NAN	
43,8	0	0,0207	NAN	
44	0	0,02115	NAN	
44,2	0	0,02085	NAN	
44,4	0	0,02055	NAN	
44,6	0	0,0204	NAN	
44,8	0	0,0207	NAN	
45	0	0,0207	NAN	
45,2	0	0,0207	NAN	
45,4	0	0,0204	NAN	
45,6	0	0,0207	NAN	
45,8	0	0,021	NAN	
46	0	0,0207	NAN	
46,2	0	0,0207	NAN	
46,4	0	0,0213	NAN	
46,6	0	0,0219	NAN	
46,8	0	0,02205	NAN	
47	0	0,0219	NAN	
47,2	0	0,02205	NAN	
47,4	0	0,0228	NAN	
47,6	0	0,0231	NAN	
47,8	0	0,02295	NAN	
48	0	0,0231	NAN	
48,2	0	0,0237	NAN	
48,4	0	0,02415	NAN	
48,6	0	0,0243	NAN	
48,8	0	0,024	NAN	
49	0	0,02445	NAN	
49,2	0	0,0249	NAN	
49,4	0	0,0249	NAN	
49,6	0	0,02475	NAN	
49,8	0	0,02475	NAN	
50	0	0,0249	NAN	
50,2	0	0,0249	NAN	
50,4	0	0,02445	NAN	
50,6	0	0,02445	NAN	
50,8	0	0,02475	NAN	
51	0	0,0243	NAN	
51,2	0	0,024	NAN	
51,4	0	0,0237	NAN	
51,6	0	0,0237	NAN	
51,8	0	0,02355	NAN	
52	0	0,02295	NAN	
52,2	0	0,0225	NAN	
52,4	0	0,02235	NAN	
52,6	0	0,0222	NAN	
52,8	0	0,02205	NAN	
53	0	0,0216	NAN	
53,2	0	0,0216	NAN	
53,4	0	0,0216	NAN	
53,6	0	0,0213	NAN	
53,8	0	0,02085	NAN	
54	0	0,02085	NAN	
54,2	0	0,0207	NAN	
54,4	0	0,02085	NAN	
54,6	0	0,0204	NAN	
54,8	0	0,0204	NAN	
55	0	0,0207	NAN	
55,2	0	0,0207	NAN	
55,4	0	0,02055	NAN	
55,6	0	0,02025	NAN	
55,8	0	0,0207	NAN	
56	0	0,0213	NAN	
56,2	0	0,02115	NAN	
56,4	0	0,02085	NAN	
56,6	0	0,02145	NAN	
56,8	0	0,0219	NAN	
57	0	0,02205	NAN	
57,2	0	0,0219	NAN	
57,4	0	0,0225	NAN	
57,6	0	0,02295	NAN	
57,8	0	0,02325	NAN	
58	0	0,02325	NAN	
58,2	0	0,02355	NAN	
58,4	0	0,02385	NAN	
58,6	0	0,02445	NAN	
58,8	0	0,0243	NAN	
59	0	0,0243	NAN	
59,2	0	0,0246	NAN	
59,4	0	0,0246	NAN	
59,6	0	0,0249	NAN	
59,8	0	0,0246	NAN	
60	0	0,0246	NAN	
60,2	0	0,0246	NAN	
60,4	0	0,0246	NAN	
60,6	0	0,0243	NAN	
60,8	0	0,024	NAN	
61	0	0,02415	NAN	
61,2	0	0,02415	NAN	
61,4	0	0,0237	NAN	
61,6	0	0,0234	NAN	
61,8	0	0,02355	NAN	
62	0	0,0234	NAN	
62,2	0	0,02265	NAN	
62,4	0	0,0225	NAN	
62,6	0	0,0225	NAN	
62,8	0	0,0222	NAN	
63	0	0,0216	NAN	
63,2	0	0,0213	NAN	
63,4	0	0,0213	NAN	
63,6	0	0,02145	NAN	
63,8	0	0,02055	NAN	
64	0	0,02085	NAN	
64,2	0	0,02055	NAN	
64,4	0	0,021	NAN	
64,6	0	0,02055	NAN	
64,8	0	0,0204	NAN	
65	0	0,02055	NAN	
65,2	0	0,0207	NAN	
65,4	0	0,02085	NAN	
65,6	0	0,02055	NAN	
65,8	0	0,0207	NAN	
66	0	0,02115	NAN	
66,2	0	0,0213	NAN	
66,4	0	0,0213	NAN	
66,6	0	0,0213	NAN	
66,8	0	0,0219	NAN	
67	0	0,02205	NAN	
67,2	0	0,0225	NAN	
67,4	0	0,02235	NAN	
67,6	0	0,02295	NAN	
67,8	0	0,02325	NAN	
68	0	0,0234	NAN	
68,2	0	0,02325	NAN	
68,4	0	0,02385	NAN	
68,6	0	0,024	NAN	
68,8	0	0,0246	NAN	
69	0	0,02445	NAN	
69,2	0	0,0243	NAN	
69,4	0	0,02475	NAN	
69,6	0	0,0249	NAN	
69,8	0	0,0246	NAN	
70	0	0,02445	NAN	
70,2	0	0,0249	NAN	
70,4	0	0,0246	NAN	
70,6	0	0,02415	NAN	
70,8	0	0,02415	NAN	
71	0	0,0243	NAN	
71,2	0	0,024	NAN	
71,4	0	0,02385	NAN	
71,6	0	0,02325	NAN	
71,8	0	0,0234	NAN	
72	0	0,02325	NAN	
72,2	0	0,0228	NAN	
72,4	0	0,0225	NAN	
72,6	0	0,0222	NAN	
72,8	0	0,02205	NAN	
73	0	0,0219	NAN	
73,2	0	0,02145	NAN	
73,4	0	0,0213	NAN	
73,6	0	0,0216	NAN	
73,8	0	0,021	NAN	
74	0	0,0207	NAN	
74,2	0	0,0204	NAN	
74,4	0	0,02085	NAN	
74,6	0	0,0207	NAN	
74,8	0	0,0204	NAN	
75	0	0,0204	NAN	
75,2	0	0,0207	NAN	
75,4	0	0,02055	NAN	
75,6	0	0,02085	NAN	
75,8	0	0,02055	NAN	
76	0	0,021	NAN	
76,2	0	0,021	NAN	
76,4	0	0,02145	NAN	
76,6	0	0,02145	NAN	
76,8	0	0,0213	NAN	
77	0	0,02235	NAN	
77,2	0	0,02265	NAN	
77,4	0	0,02235	NAN	
77,6	0	0,02265	NAN	
77,8	0	0,0234	NAN	
78	0	0,0234	NAN	
78,2	0	0,02355	NAN	
78,4	0	0,02355	NAN	
78,6	0	0,024	NAN	
78,8	0	0,02445	NAN	
79	0	0,02475	NAN	
79,2	0	0,0243	NAN	
79,4	0	0,0246	NAN	
79,6	0	0,02505	NAN	
79,8	0	0,02505	NAN	
80	0	0,0246	NAN	
80,2	0	0,0246	NAN	
80,4	0	0,02475	NAN	
80,6	0	0,0246	NAN	
80,8	0	0,0243	NAN	
81	0	0,024	NAN	
81,2	0	0,02385	NAN	
81,4	0	0,02385	NAN	
81,6	0	0,02355	NAN	
81,8	0	0,0231	NAN	
82	0	0,0231	NAN	
82,2	0	0,0228	NAN	
82,4	0	0,0225	NAN	
82,6	0	0,0219	NAN	
82,8	0	0,0219	NAN	
83	0	0,0219	NAN	
83,2	0	0,0216	NAN	
83,4	0	0,02115	NAN	
83,6	0	0,02085	NAN	
83,8	0	0,021	NAN	
84	0	0,02085	NAN	
84,2	0	0,02085	NAN	
84,4	0	0,02055	NAN	
84,6	0	0,02055	NAN	
84,8	0	0,0207	NAN	
85	0	0,02055	NAN	
85,2	0	0,0204	NAN	
85,4	0	0,0207	NAN	
85,6	0	0,021	NAN	
85,8	0	0,02085	NAN	
86	0	0,02055	NAN	
86,2	0	0,02085	NAN	
86,4	0	0,02145	NAN	
86,6	0	0,02175	NAN	
86,8	0	0,0216	NAN	
87	0	0,0216	NAN	
87,2	0	0,02235	NAN	
87,4	0	0,02265	NAN	
87,6	0	0,0225	NAN	
87,8	0	0,0228	NAN	
88	0	0,02355	NAN	
88,2	0	0,02385	NAN	
88,4	0	0,02385	NAN	
88,6	0	0,024	NAN	
88,8	0	0,0246	NAN	
89	0	0,0246	NAN	
89,2	0	0,0249	NAN	
89,4	0	0,02445	NAN	
89,6	0	0,02445	NAN	
89,8	0	0,0249	NAN	
90	0	0,0249	NAN	
90,2	0	0,02415	NAN	
90,4	0	0,0246	NAN	
90,6	0	0,0246	NAN	
90,8	0	0,0246	NAN	
91	0	0,02385	NAN	
91,2	0	0,024	NAN	
91,4	0	0,02385	NAN	
91,6	0	0,0237	NAN	
91,8	0	0,02355	NAN	
92	0	0,0231	NAN	
92,2	0	0,0231	NAN	
92,4	0	0,0228	NAN	
92,6	0	0,0222	NAN	
92,8	0	0,02175	NAN	
93	0	0,02205	NAN	
93,2	0	0,02145	NAN	
93,4	0	0,0213	NAN	
93,6	0	0,021	NAN	
93,8	0	0,021	NAN	
94	0	0,02085	NAN	
94,2	0	0,02085	NAN	
94,4	0	0,0204	NAN	
94,6	0	0,0207	NAN	
94,8	0	0,0207	NAN	
95	0	0,0207	NAN	
95,2	0	0,0204	NAN	
95,4	0	0,0204	NAN	
95,6	0	0,0207	NAN	
95,8	0	0,02085	NAN	
96	0	0,02055	NAN	
96,2	0	0,02085	NAN	
96,4	0	0,0213	NAN	
96,6	0	0,02175	NAN	
96,8	0	0,02175	NAN	
97	0	0,02175	NAN	
97,2	0	0,0222	NAN	
97,4	0	0,0228	NAN	
97,6	0	0,0228	NAN	
97,8	0	0,02295	NAN	
98	0	0,0234	NAN	
98,2	0	0,0237	NAN	
98,4	0	0,02385	NAN	
98,6	0	0,02385	NAN	
98,8	0	0,024	NAN	
99	0	0,0246	NAN	
99,2	0	0,02475	NAN	
99,4	0	0,0246	NAN	
99,6	0	0,0246	NAN	
99,8	0	0,0249	NAN	
100	0	0,02475	NAN	
